07-0030	Random_05	98	110	150	160	137	139	130	130	231	231	165	197	185	193	171	171	225	225	644040	38735	Seed
07-0031	Random_05	108	110	156	160	137	139	128	130	231	231	167	199	185	191	171	177	225	225	644034	38736	Seed
07-0037	Random_05	94	106	148	156	129	143	130	130	231	231	165	167	185	193	175	179	225	236	644023	38734	Seed
07-0043	Random_06	100	108	156	156	137	137	130	138	231	245	167	193	191	191	171	173	225	238	643888	38729	Seed
07-0044	Random_06	98	110	150	150	137	139	130	130	231	238	165	197	185	193	171	171	225	238	643885	38728	Seed
07-0045	Random_06	108	110	148	154	137	141	130	130	231	231	0	0	191	193	177	179	225	225	643881	38738	Seed
07-0046	Random_06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643887	38731	Seed
07-0047	Random_06	98	108	150	154	137	139	128	128	231	243	193	199	185	191	173	181	225	236	643889	38738	Seed
07-0048	Random_06	106	110	150	158	137	143	130	138	231	231	165	197	191	193	171	175	225	225	643883	38739	Seed
07-0049	Random_06	100	108	152	160	139	141	130	130	0	0	165	165	185	193	173	177	225	238	643890	38733	Seed
07-0050	Random_06	98	108	150	154	137	139	128	128	231	243	193	199	185	191	173	181	225	236	643894	38729	Seed
07-0051	Random_06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643898	38731	Seed
07-0052	Random_06	94	108	148	158	137	137	130	130	227	231	167	199	191	191	171	177	225	238	643896	38728	Seed
07-0053	Random_06	94	108	148	158	137	137	130	130	227	231	167	199	191	191	171	177	225	238	643898	38727	Seed
07-0054	Random_06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643886	38727	Seed
07-0055	Random_07	94	106	148	156	129	143	130	130	231	231	165	167	185	193	175	179	225	236	644049	38790	Seed
07-0056	Random_07	108	110	0	0	137	139	130	130	231	231	0	0	185	191	171	177	225	225	644042	38778	Seed
07-0057	Random_07	94	108	148	156	129	143	130	130	231	231	165	167	185	193	175	181	225	236	644048	38790	Seed
07-0058	Random_07	94	110	148	156	137	139	128	128	231	231	199	199	185	191	171	171	225	225	644040	38780	Seed
07-0060	Random_07	94	110	148	156	137	139	0	0	231	231	199	199	185	191	171	171	225	225	644047	38781	Seed
07-0061	Random_07	106	106	150	160	137	141	130	130	231	231	197	203	191	191	173	181	225	225	644047	38783	Seed
07-0062	Random_07	108	112	154	156	129	137	128	130	231	231	167	205	191	191	171	171	225	238	644043	38783	Seed
07-0064	Random_07	94	106	148	156	129	143	130	130	229	231	165	201	185	193	175	179	225	225	644044	38785	Seed
07-0065	Random_07	100	108	156	160	137	137	130	130	231	243	165	197	185	191	177	179	238	240	644054	38787	Seed
07-0068	Random_07	100	108	160	160	141	141	130	138	231	231	165	165	185	191	173	175	225	238	644048	38786	Seed
07-0069	Random_07	94	106	148	156	129	143	130	130	229	231	165	201	185	193	175	179	225	225	644046	38784	Seed
07-0073	Random_07	94	106	148	156	129	143	130	130	229	231	0	0	185	193	175	179	225	225	644044	38780	Seed
07-0085	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644133	38807	Seed
07-0086	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644133	38806	Seed
07-0088	Random_08	108	108	154	154	137	141	128	128	231	231	199	201	191	193	173	181	225	225	644134	38802	Seed
07-0089	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644135	38802	Seed
07-0091	Random_08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644146	38804	Seed
07-0092	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644138	38801	Seed
07-0093	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644139	38805	Seed
07-0094	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644139	38803	Seed
07-0095	Random_08	98	104	156	156	137	137	130	138	231	231	199	201	191	191	173	181	225	225	644141	38816	Seed
07-0099	Random_08	108	108	148	154	137	141	128	128	231	231	167	197	191	193	173	181	225	225	644128	38801	Seed
07-0100	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644135	38805	Seed
07-0102	Random_08	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644132	38800	Seed
07-0103	Random_08	108	108	154	154	137	141	128	128	231	231	197	205	191	193	173	181	225	225	644134	38801	Seed
07-0109	Random_20	106	108	148	150	137	139	130	130	242	242	165	205	191	191	173	177	225	225	644220	38897	Seed
07-0110	Random_20	100	112	148	154	139	139	130	138	231	231	0	0	185	193	171	171	225	225	644239	38897	Seed
07-0111	Random_20	104	108	154	154	137	141	130	130	231	243	167	199	191	191	173	177	225	238	644226	38900	Seed
07-0112	Random_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644227	38897	Seed
07-0113	Random_20	0	0	154	154	137	141	130	138	0	0	167	199	191	191	177	181	0	0	644234	38905	Seed
07-0114	Random_20	94	94	154	156	137	137	128	128	231	238	165	199	191	191	177	181	225	225	644229	38906	Seed
07-0115	Random_20	94	108	154	156	137	137	128	130	231	231	199	201	185	191	173	179	225	225	644219	38901	Seed
07-0116	Random_20	94	104	154	160	137	141	130	130	231	243	167	199	185	191	177	177	225	236	644222	38902	Seed
07-0117	Random_20	100	106	148	156	137	139	128	130	231	233	199	205	191	193	173	177	225	225	644210	38909	Seed
07-0118	Random_20	94	106	156	158	137	139	128	130	231	231	167	175	185	191	173	179	225	225	644207	38897	Seed
07-0119	Random_20	100	106	148	156	137	139	128	130	231	233	199	205	191	193	173	177	225	225	644216	38909	Seed
07-0121	Random_20	108	108	148	154	137	137	130	138	231	231	167	205	191	193	177	177	225	238	644222	38905	Seed
07-0122	Random_21	108	108	154	158	139	139	128	130	231	243	199	199	191	191	171	181	236	240	644183	38917	Seed
07-0124	Random_21	94	106	156	158	137	139	128	130	231	231	167	175	185	191	173	179	225	225	644190	38915	Seed
07-0125	Random_21	108	108	154	158	139	139	128	130	231	243	199	199	191	191	171	181	236	240	644181	38918	Seed
07-0126	Random_21	108	108	148	154	137	137	130	138	231	231	167	205	191	193	177	177	225	238	644181	38918	Seed
07-0127	Random_21	108	108	148	154	137	137	130	138	231	231	167	205	191	193	177	177	225	238	644178	38915	Seed
07-0128	Random_21	108	108	154	154	135	137	130	138	0	0	0	0	191	191	173	177	0	0	644193	38917	Seed
07-0129	Random_21	108	108	154	158	139	139	128	130	231	243	199	199	191	191	171	181	236	240	644192	38915	Seed
07-0130	Random_21	94	106	154	156	137	137	130	130	231	231	175	197	191	193	177	177	225	225	644187	38902	Seed
07-0131	Random_21	104	108	154	154	137	141	130	130	231	243	167	199	191	191	173	177	225	238	644179	38910	Seed
07-0132	Random_21	104	108	154	154	137	141	130	130	231	243	167	199	191	191	173	177	225	238	644183	38909	Seed
07-0133	Random_21	104	108	154	154	137	141	130	130	231	243	167	199	191	191	173	177	225	238	644186	38908	Seed
07-0134	Random_21	100	112	148	154	137	139	130	138	231	231	165	167	185	193	171	177	225	225	644176	38908	Seed
07-0138	Random_22	104	108	154	156	137	137	130	138	229	231	165	201	185	191	165	173	225	225	644044	38943	Seed
07-0139	Random_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644065	38959	Seed
07-0140	Random_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644065	38959	Seed
07-0141	Random_22	108	108	154	156	137	139	128	130	231	243	199	201	191	195	173	173	225	225	644065	38959	Seed
07-0143	Random_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644067	38954	Seed
07-0145	Random_22	108	108	154	156	137	139	128	130	231	243	199	201	191	195	173	173	225	225	644067	38954	Seed
07-0147	Random_22	94	106	156	158	137	139	128	130	231	231	167	175	185	191	0	0	225	225	644050	38949	Seed
07-0151	Random_22	104	108	0	0	137	139	128	138	231	231	165	199	185	191	165	173	225	225	644052	38954	Seed
07-0155	Random_22	98	108	148	158	137	139	130	138	231	231	199	205	191	193	0	0	225	225	644054	38958	Seed
07-0159	Random_22	100	108	152	160	139	141	130	138	231	245	165	165	185	193	173	175	225	238	644051	38957	Seed
07-0160	Random_22	98	108	148	154	137	139	130	130	231	231	197	205	191	191	175	177	225	238	644060	38952	Seed
07-0166	Random_23	106	108	148	156	137	139	128	130	231	243	199	203	185	195	173	177	225	238	644283	38854	Seed
07-0167	Random_23	108	108	154	158	139	139	128	130	231	243	199	199	191	191	171	181	236	240	644291	38849	Seed
07-0168	Random_23	106	108	148	156	137	139	128	130	231	243	199	203	185	195	173	177	225	238	644282	38854	Seed
07-0169	Random_23	94	94	152	158	137	137	128	130	227	231	175	205	191	191	177	177	225	225	644286	38852	Seed
07-0172	Random_23	100	112	148	154	137	139	130	138	231	231	165	167	185	193	171	177	225	225	644291	38854	Seed
07-0173	Random_23	0	0	154	160	137	141	130	130	231	231	0	0	0	0	165	171	225	242	644295	38852	Seed
07-0174	Random_23	106	108	154	160	137	141	130	130	231	231	197	205	191	191	165	171	225	242	644301	38851	Seed
07-0177	Random_23	94	94	152	158	137	137	128	130	227	231	175	205	191	191	177	177	225	225	644291	38849	Seed
07-0186	Random_25	108	110	148	154	137	141	130	130	231	231	167	205	191	193	177	179	225	225	643822	38879	Seed
07-0188	Random_25	108	110	148	154	137	141	130	130	231	231	167	205	191	193	177	179	225	225	643811	38891	Seed
07-0189	Random_25	100	106	148	156	137	139	128	130	231	233	199	205	191	193	173	177	225	225	643811	38891	Seed
07-0190	Random_25	0	0	148	148	137	141	130	138	231	233	0	0	191	193	177	181	225	225	643811	38891	Seed
07-0191	Random_25	0	0	148	148	137	141	130	138	231	243	165	199	191	193	171	171	225	225	643827	38890	Seed
07-0192	Random_25	100	106	0	0	137	139	128	130	231	233	199	205	191	193	173	177	225	225	643827	38890	Seed
07-0193	Random_25	108	110	148	156	137	141	130	130	231	231	165	167	193	193	177	179	225	225	643827	38890	Seed
07-0195	Random_25	108	110	148	154	137	141	130	130	231	231	167	205	191	193	0	0	225	225	643827	38890	Seed
07-0218	Random_27	0	0	148	160	137	139	130	130	231	231	165	197	0	0	171	171	225	225	643888	38895	Seed
07-0219	Random_27	98	106	148	158	137	139	130	138	231	231	165	201	191	191	177	179	225	225	643888	38895	Seed
07-0223	Random_27	104	108	0	0	137	139	128	130	231	231	199	203	193	193	177	179	225	225	643888	38895	Seed
07-0227	Random_27	94	108	154	156	137	137	130	138	231	235	193	199	193	193	165	177	225	238	643888	38895	Seed
07-0230	Random_27	104	108	148	148	137	139	128	130	231	231	199	203	193	193	177	179	225	225	643884	38896	Seed
07-0233	Random_27	104	108	148	148	137	139	128	130	231	231	203	203	193	193	177	179	225	225	643884	38896	Seed
07-0235	Random_27	104	108	148	148	137	139	128	130	231	231	199	203	193	193	0	0	225	225	643884	38896	Seed
07-0240	Random_27	104	108	148	148	137	139	128	130	231	231	199	203	193	193	177	179	225	236	643900	38889	Seed
07-0242	Random_27	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	643900	38889	Seed
07-0244	Random_28	104	108	154	154	137	141	130	130	231	243	167	199	191	191	173	177	225	238	644121	38842	Seed
07-0245	Random_28	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644125	38844	Seed
07-0247	Random_28	94	94	152	158	137	137	128	130	227	231	175	205	191	191	177	177	225	225	644115	38843	Seed
07-0250	Random_28	94	110	0	0	137	141	130	130	231	231	193	193	191	191	173	181	225	238	644130	38843	Seed
07-0251	Random_28	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644133	38852	Seed
07-0253	Random_28	0	0	154	160	137	137	130	138	231	231	167	205	191	191	173	179	225	225	644121	38846	Seed
07-0255	Random_28	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644116	38844	Seed
07-0257	Random_28	94	110	158	158	137	141	130	130	231	231	0	0	191	191	173	181	225	238	644136	38842	Seed
07-0260	Random_28	94	108	148	158	137	137	130	130	231	240	167	199	0	0	171	177	225	238	644116	38844	Seed
07-0261	Random_28	98	104	154	160	137	137	130	138	231	243	0	0	0	0	173	179	225	225	644116	38844	Seed
07-0263	Random_28	98	104	0	0	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644116	38844	Seed
07-0267	Random_29	106	110	148	152	137	137	130	138	231	231	199	201	191	191	0	0	225	225	644048	38633	Seed
07-0268	Random_29	108	112	0	0	129	137	128	130	231	231	0	0	191	191	171	171	225	238	644051	38629	Seed
07-0269	Random_29	100	108	0	0	137	137	130	130	231	238	165	197	185	191	177	179	238	240	644056	38621	Seed
07-0270	Random_29	106	110	148	152	137	137	130	138	231	231	199	201	191	191	171	173	225	225	644051	38629	Seed
07-0271	Random_29	98	104	154	160	137	137	130	138	231	243	167	205	191	191	173	179	225	225	644051	38622	Seed
07-0272	Random_29	98	108	150	158	137	137	130	138	231	231	167	197	191	193	0	0	225	225	644048	38628	Seed
07-0273	Random_29	94	98	148	154	137	141	130	130	231	235	175	197	191	193	165	165	225	238	644048	38628	Seed
07-0274	Random_29	98	100	0	0	137	141	138	138	227	231	197	199	191	191	173	177	0	0	644052	38627	Seed
07-0275	Random_29	106	108	154	160	137	141	130	130	231	231	197	205	191	191	165	171	225	242	644048	38628	Seed
07-0276	Random_29	108	112	154	156	129	137	128	130	231	231	167	205	191	191	171	171	225	238	644063	38635	Seed
07-0277	Random_29	106	110	148	152	0	0	130	138	231	231	199	201	0	0	171	173	225	225	644048	38622	Seed
07-0278	Random_29	106	110	148	152	137	137	130	130	231	231	199	201	191	191	171	171	225	225	644063	38635	Seed
07-0279	Random_29	106	110	0	0	137	137	130	138	231	231	199	201	191	191	171	173	225	225	644051	38632	Seed
07-0280	Random_29	0	0	148	152	137	137	130	138	231	231	199	201	191	191	171	173	225	225	644051	38632	Seed
07-0281	Random_29	106	110	148	152	137	137	130	138	231	231	199	201	191	191	171	173	225	225	644057	38630	Seed
07-0283	Random_29	94	108	150	158	137	141	130	138	231	231	199	199	191	191	173	177	225	225	644065	38628	Seed
07-0284	Random_29	0	0	148	152	137	137	130	138	231	231	0	0	191	191	171	173	225	225	644059	38638	Seed
07-0285	Random_30	108	108	148	154	137	137	128	130	227	231	199	199	191	191	171	181	225	225	644005	38459	Seed
07-0287	Random_30	108	108	148	154	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644005	38459	Seed
07-0289	Random_30	108	114	148	150	137	137	0	0	0	0	0	0	191	191	171	181	0	0	644012	38456	Seed
07-0292	Random_30	108	108	148	154	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644008	38457	Seed
07-0293	Random_30	108	108	148	154	137	137	128	130	227	231	199	201	191	191	0	0	225	225	644008	38457	Seed
07-0296	Random_30	108	108	154	154	137	137	128	130	227	227	0	0	191	191	171	181	225	225	644020	38462	Seed
07-0297	Random_30	108	108	0	0	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644020	38462	Seed
07-0299	Random_30	108	108	0	0	0	0	128	130	227	231	199	201	191	191	171	181	225	225	644015	38463	Seed
07-0301	Random_30	108	108	0	0	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644007	38466	Seed
07-0303	Random_30	108	108	0	0	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644001	38467	Seed
07-0304	Random_30	108	108	148	154	137	137	128	130	227	231	199	201	191	191	171	181	225	225	644001	38467	Seed
07-0307	Random_30	108	108	148	154	137	137	128	130	227	231	0	0	191	191	171	181	225	225	644005	38463	Seed
07-0310	Random_31	100	108	148	156	137	139	128	130	231	243	199	201	0	0	179	179	225	225	644060	38418	Seed
07-0312	Random_31	106	108	148	156	137	139	128	130	227	227	199	203	185	195	173	177	225	225	644062	38407	Seed
07-0313	Random_31	108	108	148	154	137	137	128	130	227	231	0	0	191	191	171	181	225	225	644063	38407	Seed
07-0317	Random_31	110	110	148	154	139	141	130	130	231	231	165	195	191	191	171	177	225	225	644063	38407	Seed
07-0318	Random_31	108	108	148	154	137	137	128	130	227	231	199	201	191	191	0	0	225	225	644063	38407	Seed
07-0319	Random_31	108	108	148	152	137	141	138	138	231	231	199	199	191	193	171	177	225	225	644063	38407	Seed
07-0320	Random_31	94	108	150	158	137	141	130	138	231	231	197	199	191	191	173	177	225	225	644063	38407	Seed
07-0321	Random_31	110	110	148	154	139	141	130	130	231	231	165	195	0	0	171	177	225	225	644063	38407	Seed
07-0322	Random_31	94	94	154	154	137	141	130	130	0	0	167	201	191	193	181	181	225	236	644063	38407	Seed
07-0323	Random_31	106	108	148	150	137	139	130	130	0	0	0	0	191	191	173	177	225	225	644063	38407	Seed
07-0325	Random_31	0	0	148	154	139	141	130	130	231	231	165	195	191	191	171	177	225	225	644063	38407	Seed
07-0326	Random_31	106	108	0	0	137	139	130	130	231	231	165	205	191	193	173	177	225	225	644063	38407	Seed
07-0331	Random_32	108	108	154	156	137	139	128	130	231	243	0	0	0	0	0	0	225	225	644006	38923	Seed
07-0333	Random_32	110	110	148	154	139	141	130	130	231	231	165	195	191	191	171	177	225	225	644006	38923	Seed
07-0334	Random_32	98	108	148	158	137	139	130	138	231	231	199	205	191	193	0	0	225	225	644001	38921	Seed
07-0335	Random_32	94	94	152	158	137	137	128	130	0	0	175	205	191	191	177	177	225	225	644012	38923	Seed
07-0336	Random_32	108	108	154	156	137	139	128	130	0	0	199	201	191	195	173	173	225	225	644001	38921	Seed
07-0337	Random_32	108	108	154	156	137	141	128	138	231	231	175	201	191	191	177	181	225	225	644012	38923	Seed
07-0338	Random_32	100	108	156	160	137	137	130	130	231	231	165	197	189	191	177	179	238	240	644002	38925	Seed
07-0339	Random_32	106	108	148	154	137	137	130	138	0	0	0	0	185	193	173	173	0	0	644006	38930	Seed
07-0340	Random_32	94	108	152	152	137	139	128	138	231	231	181	199	191	191	171	181	0	0	644002	38925	Seed
07-0341	Random_32	108	110	148	154	137	141	130	130	231	231	167	205	191	193	177	179	225	225	644000	38922	Seed
07-0343	Random_32	108	110	0	0	137	141	130	130	231	231	0	0	191	193	177	179	225	225	643993	38920	Seed
07-0345	Random_32	106	108	148	154	137	137	130	138	231	231	165	201	185	193	173	173	225	225	644007	38927	Seed
07-0346	Random_32	106	108	148	154	137	137	130	138	231	231	165	201	185	193	0	0	225	225	644007	38927	Seed
07-0348	Random_32	94	108	152	156	137	143	130	138	0	0	199	203	191	191	171	177	225	225	644007	38927	Seed
